dataset,CV_fold,n_trees,model,parameters,perf_measure,perf_value,Conf_Matrix
internet_ad_cfs.csv,0,1,base,None,acc,0.9725609756097561,"[array([[277,   5],
       [  4,  42]])]"
internet_ad_cfs.csv,0,1,base,None,f1,0.972684128663323,"[array([[277,   5],
       [  4,  42]])]"
internet_ad_cfs.csv,0,1,base,None,auc,0.9476564909034845,"[array([[277,   5],
       [  4,  42]])]"
internet_ad_cfs.csv,0,1,wagging,None,acc,0.975609756097561,"[array([[279,   3],
       [  5,  41]])]"
internet_ad_cfs.csv,0,1,wagging,None,f1,0.9753818456912485,"[array([[279,   3],
       [  5,  41]])]"
internet_ad_cfs.csv,0,1,wagging,None,auc,0.9403330249768732,"[array([[279,   3],
       [  5,  41]])]"
internet_ad_cfs.csv,0,1,AdaBoost,None,acc,0.9725609756097561,"[array([[278,   4],
       [  5,  41]])]"
internet_ad_cfs.csv,0,1,AdaBoost,None,f1,0.9724344940619493,"[array([[278,   4],
       [  5,  41]])]"
internet_ad_cfs.csv,0,1,AdaBoost,None,auc,0.9385599753314832,"[array([[278,   4],
       [  5,  41]])]"
internet_ad_cfs.csv,0,1,Grouped_Mixed_Bagging,"[[0.0, 1.0, 0.0], 1.0]",acc,0.975609756097561,"[array([[278,   4],
       [  4,  42]])]"
internet_ad_cfs.csv,0,1,Grouped_Mixed_Bagging,"[[0.0, 1.0, 0.0], 1.0]",f1,0.9695121951219512,"[array([[277,   5],
       [  5,  41]])]"
internet_ad_cfs.csv,0,1,Grouped_Mixed_Bagging,"[[0.2, 0.6, 0.2], 3.0]",auc,0.9494295405488745,"[array([[278,   4],
       [  4,  42]])]"
internet_ad_cfs.csv,0,1,Incremental_Mixed_Bagging,"[[-2.0, 0.0]]",acc,0.975609756097561,"[array([[278,   4],
       [  4,  42]])]"
internet_ad_cfs.csv,0,1,Incremental_Mixed_Bagging,"[[-2.0, 0.0]]",f1,0.975609756097561,"[array([[278,   4],
       [  4,  42]])]"
internet_ad_cfs.csv,0,1,Incremental_Mixed_Bagging,"[[-4.0, 3.0]]",auc,0.9385599753314832,"[array([[278,   4],
       [  5,  41]])]"
internet_ad_cfs.csv,1,1,base,None,acc,0.9573170731707317,"[array([[276,   6],
       [  8,  38]])]"
internet_ad_cfs.csv,1,1,base,None,f1,0.9569182299596848,"[array([[276,   6],
       [  8,  38]])]"
internet_ad_cfs.csv,1,1,base,None,auc,0.9024051803885292,"[array([[276,   6],
       [  8,  38]])]"
internet_ad_cfs.csv,1,1,wagging,None,acc,0.9664634146341463,"[array([[277,   5],
       [  6,  40]])]"
internet_ad_cfs.csv,1,1,wagging,None,f1,0.9663088260757157,"[array([[277,   5],
       [  6,  40]])]"
internet_ad_cfs.csv,1,1,wagging,None,auc,0.9259173604687018,"[array([[277,   5],
       [  6,  40]])]"
