dataset,CV_fold,n_trees,model,parameters,perf_measure,perf_value,Conf_Matrix
horse_colic.csv,0,1,base,None,acc,0.7567567567567568,"[array([[ 8,  6],
       [ 3, 20]])]"
horse_colic.csv,0,1,base,None,f1,0.7496083838940982,"[array([[ 8,  6],
       [ 3, 20]])]"
horse_colic.csv,0,1,base,None,auc,0.7204968944099378,"[array([[ 8,  6],
       [ 3, 20]])]"
horse_colic.csv,0,1,wagging,None,acc,0.8108108108108109,"[array([[ 8,  6],
       [ 1, 22]])]"
horse_colic.csv,0,1,wagging,None,f1,0.7995207483698532,"[array([[ 8,  6],
       [ 1, 22]])]"
horse_colic.csv,0,1,wagging,None,auc,0.7639751552795031,"[array([[ 8,  6],
       [ 1, 22]])]"
horse_colic.csv,0,1,AdaBoost,None,acc,0.8108108108108109,"[array([[ 8,  6],
       [ 1, 22]])]"
horse_colic.csv,0,1,AdaBoost,None,f1,0.7995207483698532,"[array([[ 8,  6],
       [ 1, 22]])]"
horse_colic.csv,0,1,AdaBoost,None,auc,0.7639751552795031,"[array([[ 8,  6],
       [ 1, 22]])]"
horse_colic.csv,0,1,Grouped_Mixed_Bagging,"[[0.2, 0.7, 0.1], 1.0]",acc,0.8108108108108109,"[array([[ 9,  5],
       [ 2, 21]])]"
horse_colic.csv,0,1,Grouped_Mixed_Bagging,"[[0.2, 0.7, 0.1], 1.0]",f1,0.8608935466078325,"[array([[10,  4],
       [ 1, 22]])]"
horse_colic.csv,0,1,Grouped_Mixed_Bagging,"[[0.2, 0.7, 0.1], 1.0]",auc,0.7639751552795031,"[array([[ 8,  6],
       [ 1, 22]])]"
horse_colic.csv,0,1,Incremental_Mixed_Bagging,"[[-2.0, 1.0]]",acc,0.8378378378378378,"[array([[ 9,  5],
       [ 1, 22]])]"
horse_colic.csv,0,1,Incremental_Mixed_Bagging,"[[-2.0, 4.0]]",f1,0.8899861399861401,"[array([[11,  3],
       [ 1, 22]])]"
horse_colic.csv,0,1,Incremental_Mixed_Bagging,"[[-2.0, 4.0]]",auc,0.7779503105590062,"[array([[ 9,  5],
       [ 2, 21]])]"
horse_colic.csv,1,1,base,None,acc,0.7567567567567568,"[array([[10,  4],
       [ 5, 18]])]"
horse_colic.csv,1,1,base,None,f1,0.7582479030754893,"[array([[10,  4],
       [ 5, 18]])]"
horse_colic.csv,1,1,base,None,auc,0.7484472049689441,"[array([[10,  4],
       [ 5, 18]])]"
horse_colic.csv,1,1,wagging,None,acc,0.8108108108108109,"[array([[10,  4],
       [ 3, 20]])]"
horse_colic.csv,1,1,wagging,None,f1,0.8093199582561286,"[array([[10,  4],
       [ 3, 20]])]"
horse_colic.csv,1,1,wagging,None,auc,0.7919254658385093,"[array([[10,  4],
       [ 3, 20]])]"
horse_colic.csv,1,1,AdaBoost,None,acc,0.7837837837837838,"[array([[10,  4],
       [ 4, 19]])]"
horse_colic.csv,1,1,AdaBoost,None,f1,0.7837837837837838,"[array([[10,  4],
       [ 4, 19]])]"
horse_colic.csv,1,1,AdaBoost,None,auc,0.7701863354037267,"[array([[10,  4],
       [ 4, 19]])]"
horse_colic.csv,1,1,Grouped_Mixed_Bagging,"[[0.1, 0.6, 0.3], 3.0]",acc,0.8378378378378378,"[array([[11,  3],
       [ 3, 20]])]"
horse_colic.csv,1,1,Grouped_Mixed_Bagging,"[[0.1, 0.6, 0.3], 3.0]",f1,0.8349792099792099,"[array([[10,  4],
       [ 2, 21]])]"
horse_colic.csv,1,1,Grouped_Mixed_Bagging,"[[0.1, 0.6, 0.3], 3.0]",auc,0.7919254658385093,"[array([[10,  4],
       [ 3, 20]])]"
