dataset,CV_fold,n_trees,model,parameters,perf_measure,perf_value,Conf_Matrix
contraceptive_NL.csv,0,1,base,None,acc,0.5876288659793815,"[array([[41, 22],
       [18, 16]])]"
contraceptive_NL.csv,0,1,base,None,f1,0.5923234371772483,"[array([[41, 22],
       [18, 16]])]"
contraceptive_NL.csv,0,1,base,None,auc,0.5606909430438842,"[array([[41, 22],
       [18, 16]])]"
contraceptive_NL.csv,0,1,wagging,None,acc,0.711340206185567,"[array([[52, 11],
       [17, 17]])]"
contraceptive_NL.csv,0,1,wagging,None,f1,0.7039332466668682,"[array([[52, 11],
       [17, 17]])]"
contraceptive_NL.csv,0,1,wagging,None,auc,0.6626984126984127,"[array([[52, 11],
       [17, 17]])]"
contraceptive_NL.csv,0,1,AdaBoost,None,acc,0.6185567010309279,"[array([[47, 16],
       [21, 13]])]"
contraceptive_NL.csv,0,1,AdaBoost,None,f1,0.610699514453351,"[array([[47, 16],
       [21, 13]])]"
contraceptive_NL.csv,0,1,AdaBoost,None,auc,0.5641923436041083,"[array([[47, 16],
       [21, 13]])]"
contraceptive_NL.csv,0,1,Grouped_Mixed_Bagging,"[[0.4, 0.4, 0.2], 3.0]",acc,0.6907216494845361,"[array([[52, 11],
       [19, 15]])]"
contraceptive_NL.csv,0,1,Grouped_Mixed_Bagging,"[[0.4, 0.4, 0.2], 3.0]",f1,0.6917445718402818,"[array([[52, 11],
       [18, 16]])]"
contraceptive_NL.csv,0,1,Grouped_Mixed_Bagging,"[[0.4, 0.4, 0.2], 3.0]",auc,0.6479925303454716,"[array([[52, 11],
       [18, 16]])]"
contraceptive_NL.csv,0,1,Incremental_Mixed_Bagging,"[[-2.0, 1.0]]",acc,0.711340206185567,"[array([[52, 11],
       [17, 17]])]"
contraceptive_NL.csv,0,1,Incremental_Mixed_Bagging,"[[-2.0, 1.0]]",f1,0.7220905780376468,"[array([[54,  9],
       [17, 17]])]"
contraceptive_NL.csv,0,1,Incremental_Mixed_Bagging,"[[-2.0, 1.0]]",auc,0.7373949579831933,"[array([[54,  9],
       [13, 21]])]"
contraceptive_NL.csv,1,1,base,None,acc,0.6701030927835051,"[array([[47, 16],
       [16, 18]])]"
contraceptive_NL.csv,1,1,base,None,f1,0.6701030927835051,"[array([[47, 16],
       [16, 18]])]"
contraceptive_NL.csv,1,1,base,None,auc,0.6377217553688141,"[array([[47, 16],
       [16, 18]])]"
contraceptive_NL.csv,1,1,wagging,None,acc,0.7216494845360825,"[array([[50, 13],
       [14, 20]])]"
contraceptive_NL.csv,1,1,wagging,None,f1,0.7206681100544844,"[array([[50, 13],
       [14, 20]])]"
contraceptive_NL.csv,1,1,wagging,None,auc,0.6909430438842205,"[array([[50, 13],
       [14, 20]])]"
contraceptive_NL.csv,1,1,AdaBoost,None,acc,0.6288659793814433,"[array([[42, 21],
       [15, 19]])]"
contraceptive_NL.csv,1,1,AdaBoost,None,f1,0.6346336026748398,"[array([[42, 21],
       [15, 19]])]"
contraceptive_NL.csv,1,1,AdaBoost,None,auc,0.6127450980392157,"[array([[42, 21],
       [15, 19]])]"
contraceptive_NL.csv,1,1,Grouped_Mixed_Bagging,"[[0.2, 0.8, 0.0], 1.0]",acc,0.6804123711340206,"[array([[50, 13],
       [18, 16]])]"
contraceptive_NL.csv,1,1,Grouped_Mixed_Bagging,"[[0.2, 0.8, 0.0], 1.0]",f1,0.7206681100544844,"[array([[50, 13],
       [14, 20]])]"
contraceptive_NL.csv,1,1,Grouped_Mixed_Bagging,"[[0.2, 0.8, 0.0], 1.0]",auc,0.6400560224089635,"[array([[51, 12],
       [18, 16]])]"
contraceptive_NL.csv,1,1,Incremental_Mixed_Bagging,"[[-5.0, 5.0]]",acc,0.6804123711340206,"[array([[48, 15],
       [16, 18]])]"
contraceptive_NL.csv,1,1,Incremental_Mixed_Bagging,"[[-5.0, 5.0]]",f1,0.6439234734337828,"[array([[48, 15],
       [19, 15]])]"
contraceptive_NL.csv,1,1,Incremental_Mixed_Bagging,"[[-5.0, 5.0]]",auc,0.6444911297852475,"[array([[46, 17],
       [15, 19]])]"
contraceptive_NL.csv,2,1,base,None,acc,0.65625,"[array([[44, 19],
       [14, 19]])]"
contraceptive_NL.csv,2,1,base,None,f1,0.6612516005121639,"[array([[44, 19],
       [14, 19]])]"
contraceptive_NL.csv,2,1,base,None,auc,0.637085137085137,"[array([[44, 19],
       [14, 19]])]"
contraceptive_NL.csv,2,1,wagging,None,acc,0.6979166666666666,"[array([[53, 10],
       [19, 14]])]"
contraceptive_NL.csv,2,1,wagging,None,f1,0.6841374269005849,"[array([[53, 10],
       [19, 14]])]"
contraceptive_NL.csv,2,1,wagging,None,auc,0.6327561327561327,"[array([[53, 10],
       [19, 14]])]"
contraceptive_NL.csv,2,1,AdaBoost,None,acc,0.6979166666666666,"[array([[47, 16],
       [13, 20]])]"
contraceptive_NL.csv,2,1,AdaBoost,None,f1,0.7007997525627431,"[array([[47, 16],
       [13, 20]])]"
contraceptive_NL.csv,2,1,AdaBoost,None,auc,0.6760461760461761,"[array([[47, 16],
       [13, 20]])]"
contraceptive_NL.csv,2,1,Grouped_Mixed_Bagging,"[[0.3, 0.6, 0.1], 3.0]",acc,0.65625,"[array([[50, 13],
       [20, 13]])]"
