dataset,CV_fold,n_trees,model,parameters,perf_measure,perf_value,Conf_Matrix
ionosphere.csv,0,1,base,None,acc,0.8888888888888888,"[array([[21,  2],
       [ 2, 11]])]"
ionosphere.csv,0,1,base,None,f1,0.8888888888888888,"[array([[21,  2],
       [ 2, 11]])]"
ionosphere.csv,0,1,base,None,auc,0.8795986622073579,"[array([[21,  2],
       [ 2, 11]])]"
ionosphere.csv,0,1,wagging,None,acc,0.9722222222222222,"[array([[23,  0],
       [ 1, 12]])]"
ionosphere.csv,0,1,wagging,None,f1,0.9719621749408982,"[array([[23,  0],
       [ 1, 12]])]"
ionosphere.csv,0,1,wagging,None,auc,0.9615384615384616,"[array([[23,  0],
       [ 1, 12]])]"
ionosphere.csv,0,1,AdaBoost,None,acc,0.8888888888888888,"[array([[21,  2],
       [ 2, 11]])]"
ionosphere.csv,0,1,AdaBoost,None,f1,0.8888888888888888,"[array([[21,  2],
       [ 2, 11]])]"
ionosphere.csv,0,1,AdaBoost,None,auc,0.8795986622073579,"[array([[21,  2],
       [ 2, 11]])]"
ionosphere.csv,0,1,Grouped_Mixed_Bagging,"[[0.0, 1.0, 0.0], 1.0]",acc,0.9444444444444444,"[array([[22,  1],
       [ 1, 12]])]"
ionosphere.csv,0,1,Grouped_Mixed_Bagging,"[[0.0, 1.0, 0.0], 1.0]",f1,0.9444444444444444,"[array([[22,  1],
       [ 1, 12]])]"
ionosphere.csv,0,1,Grouped_Mixed_Bagging,"[[0.0, 1.0, 0.0], 1.0]",auc,0.9615384615384616,"[array([[23,  0],
       [ 1, 12]])]"
ionosphere.csv,0,1,Incremental_Mixed_Bagging,"[[-1.0, 2.0]]",acc,0.9166666666666666,"[array([[22,  1],
       [ 2, 11]])]"
ionosphere.csv,0,1,Incremental_Mixed_Bagging,"[[-1.0, 2.0]]",f1,0.9172839506172841,"[array([[21,  2],
       [ 1, 12]])]"
ionosphere.csv,0,1,Incremental_Mixed_Bagging,"[[-1.0, 2.0]]",auc,0.9180602006688964,"[array([[21,  2],
       [ 1, 12]])]"
ionosphere.csv,1,1,base,None,acc,0.8285714285714286,"[array([[19,  4],
       [ 2, 10]])]"
ionosphere.csv,1,1,base,None,f1,0.8312687312687312,"[array([[19,  4],
       [ 2, 10]])]"
ionosphere.csv,1,1,base,None,auc,0.8297101449275363,"[array([[19,  4],
       [ 2, 10]])]"
ionosphere.csv,1,1,wagging,None,acc,0.8285714285714286,"[array([[20,  3],
       [ 3,  9]])]"
ionosphere.csv,1,1,wagging,None,f1,0.8285714285714286,"[array([[20,  3],
       [ 3,  9]])]"
ionosphere.csv,1,1,wagging,None,auc,0.8097826086956521,"[array([[20,  3],
       [ 3,  9]])]"
ionosphere.csv,1,1,AdaBoost,None,acc,0.8285714285714286,"[array([[18,  5],
       [ 1, 11]])]"
ionosphere.csv,1,1,AdaBoost,None,f1,0.8326530612244897,"[array([[18,  5],
       [ 1, 11]])]"
ionosphere.csv,1,1,AdaBoost,None,auc,0.8496376811594203,"[array([[18,  5],
       [ 1, 11]])]"
ionosphere.csv,1,1,Grouped_Mixed_Bagging,"[[0.2, 0.7, 0.1], 1.0]",acc,0.8285714285714286,"[array([[19,  4],
       [ 2, 10]])]"
ionosphere.csv,1,1,Grouped_Mixed_Bagging,"[[0.2, 0.7, 0.1], 1.0]",f1,0.8285714285714286,"[array([[20,  3],
       [ 3,  9]])]"
ionosphere.csv,1,1,Grouped_Mixed_Bagging,"[[0.2, 0.7, 0.1], 1.0]",auc,0.8514492753623188,"[array([[20,  3],
       [ 2, 10]])]"
ionosphere.csv,1,1,Incremental_Mixed_Bagging,"[[-2.0, 2.0]]",acc,0.8285714285714286,"[array([[19,  4],
       [ 2, 10]])]"
ionosphere.csv,1,1,Incremental_Mixed_Bagging,"[[-2.0, 4.0]]",f1,0.8584126984126985,"[array([[20,  3],
       [ 2, 10]])]"
ionosphere.csv,1,1,Incremental_Mixed_Bagging,"[[-2.0, 4.0]]",auc,0.8097826086956521,"[array([[20,  3],
       [ 3,  9]])]"
ionosphere.csv,2,1,base,None,acc,0.8857142857142857,"[array([[21,  2],
       [ 2, 10]])]"
ionosphere.csv,2,1,base,None,f1,0.8857142857142857,"[array([[21,  2],
       [ 2, 10]])]"
ionosphere.csv,2,1,base,None,auc,0.8731884057971017,"[array([[21,  2],
       [ 2, 10]])]"
ionosphere.csv,2,1,wagging,None,acc,0.9428571428571428,"[array([[23,  0],
       [ 2, 10]])]"
ionosphere.csv,2,1,wagging,None,f1,0.9414502164502165,"[array([[23,  0],
       [ 2, 10]])]"
ionosphere.csv,2,1,wagging,None,auc,0.9166666666666667,"[array([[23,  0],
       [ 2, 10]])]"
ionosphere.csv,2,1,AdaBoost,None,acc,0.8571428571428571,"[array([[21,  2],
       [ 3,  9]])]"
ionosphere.csv,2,1,AdaBoost,None,f1,0.855557023919651,"[array([[21,  2],
       [ 3,  9]])]"
ionosphere.csv,2,1,AdaBoost,None,auc,0.8315217391304349,"[array([[21,  2],
       [ 3,  9]])]"
ionosphere.csv,2,1,Grouped_Mixed_Bagging,"[[0.1, 0.6, 0.3], 3.0]",acc,0.9714285714285714,"[array([[23,  0],
       [ 1, 11]])]"
ionosphere.csv,2,1,Grouped_Mixed_Bagging,"[[0.1, 0.6, 0.3], 3.0]",f1,0.9711114047839302,"[array([[23,  0],
       [ 1, 11]])]"
ionosphere.csv,2,1,Grouped_Mixed_Bagging,"[[0.1, 0.6, 0.3], 3.0]",auc,0.9166666666666667,"[array([[23,  0],
       [ 2, 10]])]"
ionosphere.csv,2,1,Incremental_Mixed_Bagging,"[[-2.0, 4.0]]",acc,0.9142857142857143,"[array([[22,  1],
       [ 2, 10]])]"
ionosphere.csv,2,1,Incremental_Mixed_Bagging,"[[0.0, 2.0]]",f1,0.9107871720116617,"[array([[23,  0],
       [ 3,  9]])]"
ionosphere.csv,2,1,Incremental_Mixed_Bagging,"[[0.0, 2.0]]",auc,0.9365942028985507,"[array([[22,  1],
       [ 1, 11]])]"
ionosphere.csv,3,1,base,None,acc,0.8571428571428571,"[array([[22,  1],
       [ 4,  8]])]"
ionosphere.csv,3,1,base,None,f1,0.8513119533527698,"[array([[22,  1],
       [ 4,  8]])]"
ionosphere.csv,3,1,base,None,auc,0.8115942028985507,"[array([[22,  1],
       [ 4,  8]])]"
ionosphere.csv,3,1,wagging,None,acc,0.8857142857142857,"[array([[22,  1],
       [ 3,  9]])]"
ionosphere.csv,3,1,wagging,None,f1,0.8829004329004329,"[array([[22,  1],
       [ 3,  9]])]"
ionosphere.csv,3,1,wagging,None,auc,0.8532608695652174,"[array([[22,  1],
       [ 3,  9]])]"
ionosphere.csv,3,1,AdaBoost,None,acc,0.8571428571428571,"[array([[21,  2],
       [ 3,  9]])]"
ionosphere.csv,3,1,AdaBoost,None,f1,0.855557023919651,"[array([[21,  2],
       [ 3,  9]])]"
ionosphere.csv,3,1,AdaBoost,None,auc,0.8315217391304349,"[array([[21,  2],
       [ 3,  9]])]"
ionosphere.csv,3,1,Grouped_Mixed_Bagging,"[[0.2, 0.7, 0.1], 2.0]",acc,0.8857142857142857,"[array([[22,  1],
       [ 3,  9]])]"
ionosphere.csv,3,1,Grouped_Mixed_Bagging,"[[0.0, 1.0, 0.0], 3.0]",f1,0.9107871720116617,"[array([[23,  0],
       [ 3,  9]])]"
ionosphere.csv,3,1,Grouped_Mixed_Bagging,"[[0.0, 1.0, 0.0], 3.0]",auc,0.8315217391304349,"[array([[21,  2],
       [ 3,  9]])]"
ionosphere.csv,3,1,Incremental_Mixed_Bagging,"[[-3.0, 2.0]]",acc,0.8571428571428571,"[array([[21,  2],
       [ 3,  9]])]"
ionosphere.csv,3,1,Incremental_Mixed_Bagging,"[[-3.0, 2.0]]",f1,0.9107871720116617,"[array([[23,  0],
       [ 3,  9]])]"
